,track_name,artist,streams,uid,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,duration_ms,time_signature
322,Thunder,Imagine Dragons,75312042,0tKcYR2II1VCQWT79i5NrW,0.6,0.81,0,-4.749,1,0.0479,0.00683,0.21,0.155,0.298,167.88,audio_features,187147,4
323,Déjate Llevar,"Juan Magán, Belinda, Manuel Turizo, Snova, B-Case",74581355,3xWEI23MLJrD0dpDcDUTW6,0.675,0.724,7,-5.503,1,0.0787,0.0166,0.0,0.697,0.506,92.051,audio_features,233072,4
324,FAKE LOVE,BTS,74499528,3aW0ds4A4tSQDIp75FqWTo,0.557,0.719,2,-4.515,0,0.0372,0.00267,0.0,0.306,0.344,77.501,audio_features,242334,4
325,High On Life (feat. Bonn),"Martin Garrix, Bonn",74444766,4ut5G4rgB1ClpMTMfjoIuy,0.414,0.486,6,-6.431,0,0.0311,0.0129,0.0,0.111,0.368,128.038,audio_features,230762,4
326,APESHIT,The Carters,73965116,0E6PsO3ymCfUh7pJQjBgkj,0.705,0.784,2,-6.477,1,0.271,0.0133,0.0,0.168,0.377,160.035,audio_features,264853,4
327,Don't Stop Me Now - Remastered 2011,Queen,73922561,5T8EDUDqKcs6OSOwEsfqG7,0.559,0.868,5,-5.276,1,0.17,0.0475,0.000176,0.776,0.609,156.295,audio_features,209413,4
328,"Audio (feat. Sia, Diplo, and Labrinth)","Sia, Diplo, Labrinth, LSD",73890371,7boPPE857KEqCIHNwFkDop,0.365,0.692,3,-4.586,0,0.0671,0.192,1.51e-06,0.0862,0.372,89.998,audio_features,203400,4
329,Estamos Bien,Bad Bunny,73717797,7glCSQqV5o6NU88Cn4zPZn,0.793,0.557,9,-5.618,0,0.1,0.831,4.45e-06,0.103,0.468,120.118,audio_features,208080,4
330,Strip That Down (feat. Quavo),"Liam Payne, Quavo",73597439,6EpRaXYhGOB3fj4V2uDkMJ,0.869,0.485,6,-5.595,1,0.0545,0.246,0.0,0.0765,0.527,106.028,audio_features,204502,4
331,REMEDY,Alesso,73590863,6jreFSOTUAViWjKyzOC4Kg,0.601,0.775,0,-4.612,1,0.0473,0.269,0.0,0.0883,0.483,119.964,audio_features,190295,4
332,Fine China,"Future, Juice WRLD",73280472,5274I4mUMnYczyeXkGDWZN,0.656,0.542,7,-7.358,1,0.323,0.0484,0.0,0.126,0.551,166.111,audio_features,141587,4
333,Mi Cama,KAROL G,72843003,7sFYVcKSb24qg0dAkqLEFj,0.826,0.815,9,-4.773,1,0.0875,0.222,6.96e-05,0.0964,0.68,163.073,audio_features,151400,4
334,Barking,Ramz,72135571,7amMgNDcObIDkIXv4xcvc2,0.527,0.465,7,-8.055,0,0.227,0.175,0.0,0.0661,0.765,137.033,audio_features,202827,5
335,MotorSport,"Migos, Nicki Minaj, Cardi B",71626520,4wFjTWCunQFKtukqrNijEt,0.904,0.518,2,-5.32,1,0.183,0.0305,0.0,0.325,0.188,137.996,audio_features,303077,4
336,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)","DJ Khaled, Justin Bieber, Quavo, Chance the Rapper, Lil Wayne",71479570,3DXncPQOG4VBw3QHh3S817,0.609,0.668,7,-4.284,1,0.0367,0.0552,0.0,0.167,0.811,80.924,audio_features,288600,4
337,Naked,James Arthur,71444134,7krbSH3rd8lhIZvuzTV3Bl,0.529,0.607,6,-6.781,1,0.0574,0.104,0.0,0.0631,0.238,101.966,audio_features,234107,4
338,Fall,Eminem,71263541,58QhkbaAkLFnn7JwAnAato,0.83,0.546,1,-5.716,1,0.295,0.227,0.0,0.112,0.535,182.973,audio_features,262494,4
339,Powerglide (feat. Juicy J) - From SR3MM,"Rae Sremmurd, Swae Lee, Slim Jxmmi, Juicy J",70776662,2yUbCEiaolfSMluDo9RMmG,0.712,0.829,1,-4.707,0,0.141,0.0149,0.0,0.122,0.593,173.953,audio_features,332301,4
340,Over Now,Post Malone,70679346,09IOPhEh1OMe0HD9b36FJk,0.569,0.777,4,-4.041,0,0.0834,0.139,0.0,0.132,0.181,164.027,audio_features,246987,4
341,Galway Girl,Ed Sheeran,70000501,0afhq8XCExXpqazXczTSve,0.624,0.876,9,-3.374,1,0.1,0.0735,0.0,0.327,0.781,99.943,audio_features,170827,4
342,God's Plan,Drake,69977211,2VWbHHhWnMzKWPUs4IEEW9,0.754,0.449,7,-9.212,1,0.108,0.0329,7.84e-05,0.55,0.35,77.167,audio_features,198973,4
343,I Wanna Know (feat. Bea Miller),"NOTD, Bea Miller",69807381,18W92Zm1KjLCbUIszOhpkD,0.661,0.725,6,-4.859,1,0.0563,0.0253,0.0,0.123,0.605,119.927,audio_features,197939,4
344,Jingle Bell Rock,Bobby Helms,69704599,7vQbuQcyTflfCIOu3Uzzya,0.754,0.424,2,-8.463,1,0.0363,0.643,0.0,0.0652,0.806,119.705,audio_features,130973,4
345,El Préstamo,Maluma,69674176,0QS5rZpm5zN9wV9lJgjyUE,0.794,0.735,5,-3.412,0,0.0757,0.176,0.0,0.118,0.777,94.017,audio_features,219396,4
346,Robarte un Beso,"Carlos Vives, Sebastian Yatra",69345643,0JcNysfWVWaMS7R6vzGB2k,0.742,0.859,10,-4.942,1,0.0482,0.0824,0.0,0.359,0.652,95.046,audio_features,194742,4
347,Déjala Que Vuelva (feat. Manuel Turizo),"Piso 21, Manuel Turizo",68673423,1j6xOGusnyXq3l6IryKF3G,0.681,0.788,1,-4.323,1,0.0785,0.0482,0.0,0.0753,0.839,170.019,audio_features,220117,4
348,Celoso,Lele Pons,68493802,33zcmmElV1YbRZe57biUjg,0.746,0.703,4,-4.179,0,0.107,0.352,0.0,0.331,0.667,166.043,audio_features,179693,4
349,Killshot,Eminem,67828856,1jo3TwNGCXfNdB5uba3ZVv,0.893,0.651,0,-8.647,0,0.367,0.0995,0.0,0.371,0.6,105.835,audio_features,253580,4
350,Halo,Beyoncé,67777326,2CvOqDpQIMw69cCzWqr5yr,0.422,0.712,11,-5.907,0,0.1,0.273,0.0,0.051,0.471,78.454,audio_features,261160,4
351,This Feeling,"The Chainsmokers, Kelsea Ballerini",67572352,15kQGEy89K8deJcZVFEn0N,0.539,0.651,1,-5.304,1,0.0432,0.0651,0.0,0.0662,0.474,105.159,audio_features,199227,4
352,Starboy,"The Weeknd, Daft Punk",67486843,5aAx2yezTd8zXrkmtKl66Z,0.681,0.594,7,-7.028,1,0.282,0.165,3.49e-06,0.134,0.535,186.054,audio_features,230453,4
353,Wolves,"Selena Gomez, Marshmello",66981828,0tBbt8CrmxbjRP0pueQkyU,0.724,0.804,11,-4.614,0,0.0448,0.124,0.0,0.204,0.306,124.987,audio_features,197993,4
354,Duro y Suave,"Leslie Grace, Noriel",66167317,31M5m42C3EGlbydf9XB5to,0.769,0.721,10,-4.483,0,0.153,0.111,5.9e-05,0.0505,0.618,94.978,audio_features,207720,4
355,Mona Lisa (feat. Kendrick Lamar),"Lil Wayne, Kendrick Lamar",66135887,0dbTQYW3Ad1FTzIA9t90E8,0.856,0.694,2,-4.393,1,0.169,0.371,0.0,0.109,0.489,122.08,audio_features,324189,4
356,"Lose Yourself - From ""8 Mile"" Soundtrack",Eminem,65986130,7w9bgPAmPTtrkt2v16QWvQ,0.701,0.728,2,-4.554,1,0.255,0.00971,0.00115,0.361,0.0591,171.388,audio_features,326467,4
357,New Rules,Dua Lipa,65957853,2xJCMIJfcNYDc5iR0sAm2O,0.762,0.7,9,-6.021,0,0.0694,0.00261,1.56e-05,0.153,0.608,116.073,audio_features,209320,4
358,She Loves Control,Camila Cabello,65782337,5HwnezK198pJCEj1l2Adjy,0.65,0.758,2,-4.02,1,0.116,0.166,0.0,0.0889,0.663,94.9,audio_features,177160,4
359,Issues,Julia Michaels,65658800,7vu0JkJh0ldukEYbTVcqd0,0.728,0.415,8,-6.852,1,0.0639,0.401,0.0,0.0616,0.455,114.145,audio_features,176320,4
360,Somebody To Love - Remastered 2011,Queen,65181199,6cFZ4PLC19taNlpl9pbGMf,0.497,0.693,8,-7.024,1,0.0565,0.19,0.0,0.215,0.358,111.539,audio_features,296493,3
361,Saturday Nights,Khalid,64908027,5kfNriitmkNE8mUbZ7gbq8,0.551,0.44,10,-8.559,1,0.0985,0.606,3.02e-05,0.11,0.341,167.923,audio_features,210667,4
362,KIKA,"6ix9ine, Tory Lanez",64798524,6Gy7rXB6Ku5vIWC7WGWsl3,0.745,0.715,1,-3.368,0,0.245,0.128,0.0,0.182,0.342,94.513,audio_features,136032,4
363,Nice For What,Drake,64318206,0HVv5bEOiI9a0QfgcASXpX,0.7,0.909,8,-6.461,1,0.0628,0.0884,0.000114,0.0778,0.757,93.469,audio_features,210747,4
364,BAD!,XXXTENTACION,64311656,4CH66Rxcjcj3VBHwmIBj4T,0.78,0.492,5,-3.4,0,0.0671,0.0643,0.0313,0.174,0.374,143.983,audio_features,94246,4
365,New Patek,Lil Uzi Vert,64308455,0Fpen1PTuEnCmOJtUU9Iud,0.85,0.785,8,-4.963,0,0.345,0.0367,0.0,0.155,0.718,145.063,audio_features,343099,4
366,It's the Most Wonderful Time of the Year,Andy Williams,64066104,5hslUAKq9I9CG2bAulFkHN,0.24,0.598,7,-8.435,1,0.0369,0.766,0.0,0.117,0.776,201.629,audio_features,151933,3
367,STOOPID,"6ix9ine, Bobby Shmurda",63924244,1jQvUmf16VE9WQCPuK2e8K,0.733,0.63,11,-4.296,1,0.395,0.13,0.0,0.162,0.832,149.989,audio_features,152000,4
368,Nothing Breaks Like a Heart (feat. Miley Cyrus),"Mark Ronson, Miley Cyrus",63861641,27rdGxbavYJeBphck5MZAF,0.601,0.794,7,-5.844,0,0.0671,0.00987,1.36e-06,0.388,0.244,114.066,audio_features,217467,4
369,All Girls Are The Same,Juice WRLD,63606870,3H2JThgdBxezwj1wwafQS8,0.671,0.529,0,-7.226,1,0.307,0.0769,0.000335,0.0856,0.203,161.989,audio_features,165820,4
370,Under Pressure - Remastered 2011,"Queen, David Bowie",63400352,2fuCquhmrzHpu5xcA1ci9x,0.671,0.712,2,-7.815,1,0.0476,0.429,0.0,0.103,0.462,113.805,audio_features,248440,4
371,I'm Upset,Drake,63373098,54oMZ3blwWwuPN4wEoG5mk,0.899,0.592,11,-7.901,0,0.333,0.263,0.0,0.0831,0.504,149.953,audio_features,214139,4
372,Escápate Conmigo (feat. Ozuna),"Wisin, Ozuna",62896541,1KSqYYJFyfTecXFk9M0prc,0.744,0.859,11,-3.166,1,0.0795,0.0256,6.27e-05,0.0881,0.787,91.977,audio_features,232787,4
373,Do They Know It's Christmas? - 1984 Version,Band Aid,62482486,0247StOpd3AkeBQzANX4Zf,0.599,0.642,0,-6.936,1,0.0363,0.164,3.33e-05,0.0992,0.349,115.412,audio_features,222533,4
374,Chun-Li,Nicki Minaj,62011595,2gTYVoQCUh0QNUaFix01ld,0.643,0.766,6,-4.788,0,0.384,0.307,1.38e-05,0.107,0.463,97.092,audio_features,191606,4
375,92 Explorer,Post Malone,61811436,1D2L6MefbXon28PzIk9I3r,0.798,0.733,7,-4.811,0,0.0476,0.265,1.25e-06,0.114,0.861,146.046,audio_features,211427,4
376,Tell Me You Love Me,Demi Lovato,61586799,5Htb1uFQ1KrkFXlefS8oGj,0.516,0.592,3,-5.465,0,0.0566,0.0247,0.0,0.181,0.271,82.05,audio_features,236987,4
377,Rockin' Around The Christmas Tree,Brenda Lee,61056301,2EjXfH91m7f8HiJN1yQg97,0.589,0.472,8,-8.749,1,0.0502,0.614,0.0,0.505,0.898,67.196,audio_features,126267,4
378,I Get the Bag (feat. Migos),"Gucci Mane, Migos",61020127,1XRgIKC5TPwo7nWGyKqgG0,0.89,0.633,11,-5.475,1,0.168,0.0232,0.000343,0.0993,0.425,139.948,audio_features,233087,4
379,I Don’t Wanna Live Forever (Fifty Shades Darker),"ZAYN, Taylor Swift",60991461,3NdDpSvN911VPGivFlV5d0,0.735,0.451,0,-8.374,1,0.0585,0.0631,1.3e-05,0.325,0.0862,117.973,audio_features,245200,4
380,All The Stars (with SZA),"Kendrick Lamar, SZA",60726262,12SJpYZEdj4kzWZ8FPFg4Y,0.715,0.62,5,-5.428,0,0.0507,0.0322,0.0142,0.0881,0.456,96.812,audio_features,235540,4
381,Woman Like Me (feat. Nicki Minaj),"Little Mix, Nicki Minaj",60656307,6rrTr2HEAzlpC4KWZxF3S1,0.757,0.849,5,-3.424,0,0.0536,0.173,0.0,0.0878,0.826,150.036,audio_features,228207,4
382,Woman Like Me (feat. Nicki Minaj),"Little Mix, Nicki Minaj",60591592,222B3aljXx6fFwKmFjuBED,0.754,0.854,5,-3.449,0,0.0608,0.177,0.0,0.0808,0.8,75.002,audio_features,229720,4
383,Zack And Codeine,Post Malone,60589696,5lZZmityu9TAjNvSY6GLhR,0.738,0.824,5,-5.165,0,0.0437,0.15,0.0,0.132,0.386,138.039,audio_features,204360,4
384,Noticed,Lil Mosey,60305366,6JQvHMSaR8flFsN53ypOfP,0.699,0.558,11,-7.622,1,0.0603,0.462,0.0,0.116,0.493,79.992,audio_features,165000,4
385,What About Us,P!nk,59991522,0Qh38w01QRXK6KHIv0e3hb,0.491,0.588,1,-6.177,1,0.0506,0.0281,2.01e-06,0.0906,0.193,113.608,audio_features,269600,4
386,There's No Way (feat. Julia Michaels),"Lauv, Julia Michaels",59957843,2hnxrRNzF74mdDzpQZQukQ,0.755,0.625,2,-7.114,1,0.0896,0.49,0.0,0.157,0.374,147.02,audio_features,174861,4
387,Adictiva,"Daddy Yankee, Anuel AA",59324333,6MJUCumnQsQEKbCy28tbCP,0.788,0.771,4,-3.206,0,0.0563,0.291,5.62e-05,0.172,0.701,99.038,audio_features,207853,4
388,Same Bitches (feat. G-Eazy & YG),"Post Malone, G-Eazy, YG",58778680,688QpQAwqsLdBR6lr13wK1,0.731,0.774,10,-5.273,0,0.0555,0.434,3.34e-06,0.114,0.219,100.005,audio_features,212467,4
389,Bubalu,"Becky G, Prince Royce, DJ Luian, Mambo Kingz, Anuel AA",58640048,7dNwJbsT0sg1le5kVugGJb,0.8,0.355,6,-10.47,0,0.0895,0.616,0.0,0.118,0.253,145.929,audio_features,228493,4
390,NUMB,XXXTENTACION,58613459,01TnVDiet1DFTsyWKUKovl,0.414,0.416,11,-8.024,0,0.0251,0.1,0.179,0.131,0.196,159.91,audio_features,186268,4
391,Vai malandra (feat. Tropkillaz & DJ Yuri Martins),"Anitta, Mc Zaac, Maejor, Tropkillaz, DJ Yuri Martins",58118059,6u0EAxf1OJTLS7CvInuNd7,0.876,0.55,2,-5.464,1,0.152,0.0227,4.52e-05,0.294,0.557,129.924,audio_features,201532,4
392,I'm Upset,Drake,57998452,1iSZPndzmY6NvL1jAtIvY1,0.899,0.587,11,-7.866,0,0.338,0.279,0.0,0.0835,0.49,149.993,audio_features,214467,4
393,Youth (feat. Khalid),"Shawn Mendes, Khalid",57906518,5SwEgzUFDHwpWHKrbnP32Z,0.518,0.596,6,-6.653,0,0.124,0.569,0.0,0.133,0.326,100.28,audio_features,190867,4
394,Perro Fiel (feat. Nicky Jam),"Shakira, Nicky Jam",57883368,70lnL3QaSOIIyMa2X9aVRL,0.75,0.76,1,-4.836,1,0.198,0.187,0.0,0.0548,0.893,183.817,audio_features,195213,4
395,Sick Boy,The Chainsmokers,57821560,7jqDzXJS0K0Re8uphYNit0,0.548,0.58,11,-7.524,0,0.121,0.104,0.0,0.127,0.462,180.066,audio_features,193893,4
396,All The Stars (with SZA),"Kendrick Lamar, SZA",57792279,2Imq77E6CEJR5TPUxlJvTY,0.532,0.642,5,-4.891,0,0.111,0.0548,0.000246,0.0991,0.536,193.016,audio_features,232187,4
397,Wasted Times,The Weeknd,57740424,72TyiiduRmczEbDIEtKQdR,0.562,0.674,10,-6.049,0,0.0851,0.622,2.04e-05,0.111,0.293,122.699,audio_features,220293,4
398,Yikes,Kanye West,57386445,2r4JRwcbIeuAzWjH4YXlLs,0.676,0.777,1,-3.241,0,0.357,0.145,0.0,0.228,0.226,173.931,audio_features,188773,4
399,PICK IT UP (feat. A$AP Rocky),"Famous Dex, A$AP Rocky",57086821,0dSIrRkA4PadGll16TgbnV,0.921,0.467,1,-8.443,1,0.119,0.0149,0.000238,0.334,0.287,135.995,audio_features,191252,4
400,Mistletoe,Justin Bieber,56920119,7xapw9Oy21WpfEcib2ErSA,0.657,0.56,6,-9.049,0,0.0467,0.498,0.0,0.0794,0.854,161.993,audio_features,182947,4
401,Felices los 4,Maluma,56816606,0qYTZCo5Bwh1nsUFGZP3zn,0.755,0.789,5,-4.502,1,0.146,0.231,0.0,0.351,0.737,93.973,audio_features,229849,4
402,REEL IT IN,Aminé,56520732,5qHirGR7M9tdm6C17DlzSY,0.754,0.342,10,-8.677,0,0.0991,0.073,0.0,0.193,0.423,128.981,audio_features,121347,4
403,Not Alike (feat. Royce Da 5'9),"Eminem, Royce Da 5'9""",56508253,28FGV3ORH14MYORd7s5dlU,0.904,0.756,10,-3.746,1,0.32,0.0692,0.0,0.339,0.342,140.005,audio_features,288087,4
404,Noticed,Lil Mosey,56453640,7d6XJZjnm7iWcKwYL9z5kC,0.699,0.558,11,-7.622,1,0.0603,0.462,0.0,0.116,0.493,79.992,audio_features,165000,4
405,One Dance,"Drake, WizKid, Kyla",56393635,1zi7xx7UVEFkmKfv06H8x0,0.792,0.625,1,-5.609,1,0.0536,0.00776,0.0018,0.329,0.37,103.967,audio_features,173987,4
406,Friends (with BloodPop®),"Justin Bieber, BloodPop®",56308060,7nZmah2llfvLDiUjm0kiyz,0.744,0.739,8,-5.35,1,0.0387,0.00459,0.0,0.306,0.649,104.99,audio_features,189467,4
407,Red Roses (feat. Landon Cube),"Lil Skies, Landon Cube",56030364,3ZhTT6yjZwpPph5MIJ53XY,0.691,0.683,0,-7.335,1,0.0954,0.547,0.0,0.221,0.456,140.002,audio_features,262544,4
408,Mask Off,Future,55782151,0VgkVdmE4gld66l8iyGjgx,0.833,0.434,2,-8.795,1,0.431,0.0102,0.0219,0.165,0.281,150.062,audio_features,204600,4
409,Vuelve,"Daddy Yankee, Bad Bunny",55686685,0lJCqIx5BhZtf6QtYI2fbv,0.73,0.538,1,-5.612,1,0.0319,0.188,0.0,0.123,0.215,130.023,audio_features,279613,4
410,Playinwitme (feat. Kehlani),"KYLE, Kehlani",55444602,43cFjTTCD9Cni4aSL0sORz,0.687,0.587,1,-5.772,0,0.124,0.302,0.0,0.278,0.676,156.575,audio_features,193094,4
411,Mo Bamba,Sheck Wes,55377853,3QybPutx0Tjk472bBKjNWn,0.738,0.629,6,-4.882,0,0.0495,0.268,0.00114,0.163,0.319,146.067,audio_features,180898,4
412,Never Enough,Loren Allred,55370618,0Gl5s8IhMmQE5YQwM8Qx1J,0.277,0.394,8,-8.903,1,0.0336,0.423,0.0,0.0952,0.227,86.777,audio_features,207787,3
413,PPP,Kevin Roldan,55314520,1DcxnVNFAyVl2sDQ646pXS,0.786,0.65,4,-6.839,1,0.109,0.363,8.17e-05,0.122,0.712,92.975,audio_features,129040,4
414,Hopeless Romantic (feat. Swae Lee),"Wiz Khalifa, Swae Lee",55299961,7IBSffWIu7P2MC7kMwy2FM,0.877,0.477,9,-7.379,0,0.0587,0.307,0.0,0.0929,0.552,127.023,audio_features,226743,4
415,Leave a Light On,Tom Walker,55275847,6lOWoTqVnAWXchddtTH31W,0.586,0.624,5,-5.946,1,0.113,0.0153,1.78e-06,0.133,0.267,68.976,audio_features,185863,4
416,TIC TOC,"6ix9ine, Lil Baby",55185548,4m5Cd9kAbIxg6t9sMrQWtk,0.82,0.691,6,-6.646,0,0.0723,0.0115,0.0,0.344,0.683,142.027,audio_features,135739,4
417,A Million Dreams,"Ziv Zaifman, Hugh Jackman, Michelle Williams",55082314,0RoA7ObU6phWpqhlC9zH4Z,0.265,0.312,7,-11.689,1,0.0569,0.243,0.0,0.0893,0.0998,54.747,audio_features,269453,3
418,I'm Upset,Drake,54773468,3qN5qMTKyEEmiTZD38BNTT,0.899,0.586,11,-7.866,0,0.343,0.279,0.0,0.0836,0.492,150.002,audio_features,214467,4
419,Havana - Remix,"Camila Cabello, Daddy Yankee",54739046,3whrwq4DtvucphBPUogRuJ,0.751,0.579,2,-4.036,1,0.0321,0.398,2.28e-05,0.133,0.349,105.031,audio_features,199095,4
420,Wake Me Up,Avicii,54654504,4h8VwCb1MTGoLKueQ1WgbD,0.532,0.783,2,-5.697,1,0.0523,0.0038,0.0012,0.161,0.643,124.08,audio_features,247427,4
421,Let You Love Me,Rita Ora,54649473,5Fla3zyOCcIRqrDoKLU0DP,0.475,0.846,10,-3.344,1,0.283,0.275,0.0,0.0824,0.451,96.036,audio_features,191120,4
422,X (with 2 Chainz & Saudi),"ScHoolboy Q, 2 Chainz, Saudi",54591275,4LmAnpjlhWTahvRkYR8xJa,0.768,0.471,2,-8.406,1,0.259,0.0201,0.0,0.268,0.405,131.023,audio_features,267427,4
423,Don't Leave Me Alone (feat. Anne-Marie),"David Guetta, Anne-Marie",54439026,2lYTJK94hb0fd1LQtb6Dhk,0.659,0.738,4,-5.072,0,0.0477,0.118,0.0,0.115,0.481,127.95,audio_features,183750,4
424,Rise,"Jonas Blue, Jack & Jack",54249803,3KLygy1YWhmrQx0GRs7IOx,0.687,0.785,1,-4.65,1,0.0333,0.327,0.0,0.203,0.655,106.046,audio_features,194408,4
425,Ambiente,J Balvin,54204917,6VrBWh90BiwWmwKtvwWFcq,0.789,0.731,2,-6.245,0,0.101,0.139,1.92e-06,0.635,0.79,81.009,audio_features,248827,4
426,Mi Cama - Remix,"KAROL G, J Balvin, Nicky Jam",54166392,38QmUDpkoYlNbMKvpvAsrE,0.815,0.784,9,-4.423,1,0.0738,0.299,0.0,0.0958,0.832,162.958,audio_features,196320,4
427,Sick Boy,The Chainsmokers,54010687,2IKZkwHI5zsZf70STuhvOX,0.548,0.58,11,-7.524,0,0.121,0.104,0.0,0.127,0.462,180.066,audio_features,193893,4
428,Happy Xmas (War Is Over) - Remastered 2010,"John Lennon, Yoko Ono",53972483,3zJw3rugfpVrmBeDDnUYzy,0.328,0.607,2,-11.076,1,0.0315,0.318,0.0,0.765,0.395,146.537,audio_features,213880,3
429,Try Me,The Weeknd,53870506,2poOAWEj1CStqTVPgIHZ8s,0.508,0.665,8,-5.748,0,0.0694,0.629,0.00124,0.142,0.124,91.997,audio_features,221107,4
430,Wild Thoughts (feat. Rihanna & Bryson Tiller),"DJ Khaled, Rihanna, Bryson Tiller",53843941,1OAh8uOEOvTDqkKFsKksCi,0.671,0.672,0,-3.094,0,0.0688,0.0329,0.0,0.118,0.632,97.979,audio_features,204173,4
431,Bella y Sensual,"Romeo Santos, Daddy Yankee, Nicky Jam",53791585,0ERbK7qVqveCaBWIiYCrl3,0.635,0.713,11,-6.909,1,0.0937,0.228,0.0,0.0506,0.749,179.864,audio_features,204701,4
432,New Light,John Mayer,53769537,3bH4HzoZZFq8UpZmI2AMgV,0.828,0.689,7,-7.878,1,0.0326,0.325,0.0384,0.0808,0.853,123.931,audio_features,216015,4
433,End Game,"Taylor Swift, Ed Sheeran, Future",53703290,2x0WlnmfG39ZuDmstl9xfX,0.649,0.589,2,-6.237,1,0.0558,0.00845,0.0,0.108,0.151,159.073,audio_features,244827,4
434,Wait,Maroon 5,53306485,1Qg9jWGDkKAGZXj5v2OG59,0.659,0.604,8,-5.084,1,0.0542,0.0889,0.0,0.105,0.407,126.135,audio_features,190643,4
435,White Iverson,Post Malone,53191065,6eT7xZZlB2mwyzJ2sUKG6w,0.675,0.562,7,-7.678,1,0.0352,0.233,0.0,0.0816,0.309,130.098,audio_features,256533,4
436,Suncity (feat. Empress Of),"Khalid, Empress Of",53040197,4AhSkRYioEIfGvCV19peYN,0.695,0.639,7,-6.897,0,0.153,0.107,0.000657,0.118,0.344,90.027,audio_features,189493,4
437,Start Again (feat. Logic),"OneRepublic, Logic",52941736,1Nj2oBISdFDSF8eDuXcALz,0.564,0.722,1,-5.59,0,0.124,0.162,0.0,0.0931,0.276,99.083,audio_features,165627,4
438,SOLO,JENNIE,52830295,2wVDWtLKXunswWecARNILj,0.751,0.642,3,-5.165,0,0.087,0.0861,0.0,0.0953,0.388,95.045,audio_features,169567,4
439,ZEZE (feat. Travis Scott & Offset),"Kodak Black, Offset, Travis Scott",52676538,0FZ4Dmg8jJJAPJnvBIzD9z,0.861,0.603,8,-5.788,0,0.176,0.0521,0.0,0.0924,0.504,98.043,audio_features,228760,4
440,Desconocidos,"Mau y Ricky, Manuel Turizo, Camilo",52572775,0s5DNDV6LAKn2u2Ufa3VjQ,0.709,0.771,7,-4.598,1,0.166,0.146,3.29e-06,0.249,0.709,174.006,audio_features,204453,4
441,Despacito,"Luis Fonsi, Daddy Yankee",52560845,4aWmUDTfIPGksMNLV2rQP2,0.66,0.786,2,-4.757,1,0.17,0.209,0.0,0.112,0.846,177.833,audio_features,228200,4
442,"Girls (feat. Charli XCX, Cardi B & Bebe Rexha)","Rita Ora, Charli XCX, Cardi B, Bebe Rexha",52543183,1YNQscOx6OqBQjxgJVhEeW,0.728,0.69,8,-4.344,0,0.0524,0.0164,0.0,0.104,0.415,94.028,audio_features,221153,4
443,Boo'd Up,Ella Mai,52481483,0At2qAoaVjIwWNAqrscXli,0.561,0.779,10,-5.107,0,0.0531,0.0862,0.0,0.078,0.235,81.965,audio_features,256064,4
444,Takin' Shots,Post Malone,52463959,5ffntNJnJOeFv7b7DCd0Bw,0.762,0.621,0,-6.24,1,0.0866,0.61,0.0,0.464,0.593,120.056,audio_features,216747,4
445,TATI,"6ix9ine, DJ SpinKing",52397010,6kp0inxIexxSiDJfWqq0ZL,0.779,0.767,11,-5.462,0,0.258,0.00214,0.0,0.102,0.523,91.981,audio_features,154565,4
446,Bodak Yellow,Cardi B,52244957,6KBYefIoo7KydImq1uUQlL,0.926,0.703,11,-6.337,0,0.103,0.0659,0.0,0.231,0.485,125.022,audio_features,223713,4
447,Watch (feat. Lil Uzi Vert & Kanye West),"Travis Scott, Lil Uzi Vert, Kanye West",52059877,3DoBTwfr8yi2LN08SBpFkN,0.706,0.559,4,-5.216,0,0.0416,0.0372,0.0,0.379,0.252,78.534,audio_features,217405,4
448,Havana (feat. Young Thug),"Camila Cabello, Young Thug",51940112,0ofbQMrRDsUaVKq2mGLEAb,0.768,0.517,7,-4.323,0,0.0312,0.186,3.8e-05,0.104,0.418,104.992,audio_features,216897,4
449,God's Plan,Drake,51804939,6T8cJz5lAqGer9GUHGyelE,0.755,0.448,7,-9.587,1,0.107,0.0283,3.28e-05,0.514,0.318,77.179,audio_features,198960,4
450,Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney,51516122,7Lbxvt42JsNSKVCaN63qhD,0.774,0.511,11,-8.914,1,0.0319,0.322,0.0,0.0672,0.771,94.736,audio_features,227653,4
451,Ahora,J Balvin,51451444,54OB85nuxYGfl7qRQXuz7c,0.804,0.791,3,-3.438,0,0.0598,0.118,0.000162,0.0814,0.809,87.996,audio_features,254907,4
452,Summertime Magic,Childish Gambino,51231423,4j3GWI86JvSaF0BLdmgcfF,0.76,0.579,0,-7.374,1,0.0567,0.0127,0.00344,0.106,0.129,100.011,audio_features,213600,4
453,Eastside (with Halsey & Khalid),"benny blanco, Halsey, Khalid",50822800,7FGq80cy8juXBCD2nrqdWU,0.632,0.686,6,-7.665,0,0.243,0.549,0.0,0.2,0.329,89.949,audio_features,170770,4
454,Emotionless,Drake,50569555,1v1IXPXl73Z7zy6f5tUa9n,0.413,0.676,1,-5.124,1,0.213,0.0239,0.0,0.0811,0.0827,173.478,audio_features,302173,4
455,Mama,"Jonas Blue, William Singe",50466042,0NiXXAI876aGImAd6rTj8w,0.739,0.792,11,-4.256,0,0.0418,0.091,0.0,0.0516,0.547,104.016,audio_features,181615,4
